image_path,label,label2id
data/cifar_10_new/airplane/0192.png,airplane,0
data/cifar_10_new/airplane/4823.png,airplane,0
data/cifar_10_new/airplane/0231.png,airplane,0
data/cifar_10_new/airplane/2929.png,airplane,0
data/cifar_10_new/airplane/2674.png,airplane,0
data/cifar_10_new/airplane/0424.png,airplane,0
data/cifar_10_new/airplane/1512.png,airplane,0
data/cifar_10_new/airplane/4216.png,airplane,0
data/cifar_10_new/airplane/1042.png,airplane,0
data/cifar_10_new/airplane/3567.png,airplane,0
data/cifar_10_new/airplane/2930.png,airplane,0
data/cifar_10_new/airplane/4440.png,airplane,0
data/cifar_10_new/airplane/4948.png,airplane,0
data/cifar_10_new/airplane/3400.png,airplane,0
data/cifar_10_new/airplane/3958.png,airplane,0
data/cifar_10_new/airplane/4143.png,airplane,0
data/cifar_10_new/airplane/4506.png,airplane,0
data/cifar_10_new/airplane/2236.png,airplane,0
data/cifar_10_new/airplane/0648.png,airplane,0
data/cifar_10_new/airplane/0715.png,airplane,0
data/cifar_10_new/airplane/2527.png,airplane,0
data/cifar_10_new/airplane/0078.png,airplane,0
data/cifar_10_new/airplane/1958.png,airplane,0
data/cifar_10_new/airplane/4860.png,airplane,0
data/cifar_10_new/airplane/3552.png,airplane,0
data/cifar_10_new/airplane/1283.png,airplane,0
data/cifar_10_new/airplane/4893.png,airplane,0
data/cifar_10_new/airplane/2923.png,airplane,0
data/cifar_10_new/airplane/4017.png,airplane,0
data/cifar_10_new/airplane/0800.png,airplane,0
data/cifar_10_new/airplane/1433.png,airplane,0
data/cifar_10_new/airplane/2327.png,airplane,0
data/cifar_10_new/airplane/0881.png,airplane,0
data/cifar_10_new/airplane/1950.png,airplane,0
data/cifar_10_new/airplane/2182.png,airplane,0
data/cifar_10_new/airplane/2941.png,airplane,0
data/cifar_10_new/airplane/4353.png,airplane,0
data/cifar_10_new/airplane/3579.png,airplane,0
data/cifar_10_new/airplane/2462.png,airplane,0
data/cifar_10_new/airplane/3616.png,airplane,0
data/cifar_10_new/airplane/2768.png,airplane,0
data/cifar_10_new/airplane/2355.png,airplane,0
