image_path,label,label2id
data/rock_split/Ammonites/Ammonites_0030_split_001.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0030_split_059.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0036_split_067.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0015_split_040.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0030_split_052.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0028_split_012.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0056_split_043.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0053_split_028.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0025_split_020.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0052_split_052.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0008_split_030.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0049_split_058.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0014_split_043.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0054_split_003.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0031_split_008.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0044_split_005.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0042_split_070.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0033_split_025.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0012_split_020.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0012_split_033.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0054_split_029.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0040_split_053.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0016_split_032.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0004_split_030.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0011_split_080.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0042_split_056.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0021_split_036.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0049_split_042.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0053_split_033.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0050_split_036.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0030_split_027.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0014_split_035.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0046_split_049.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0031_split_043.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0047_split_031.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0002_split_051.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0034_split_071.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0054_split_019.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0036_split_062.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0056_split_044.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0017_split_046.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0034_split_073.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0031_split_029.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0014_split_032.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0029_split_003.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0014_split_082.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0042_split_047.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0043_split_017.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0017_split_007.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0052_split_061.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0055_split_021.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0029_split_026.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0036_split_083.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0051_split_060.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0018_split_013.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0005_split_075.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0012_split_034.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0055_split_057.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0035_split_064.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0003_split_032.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0040_split_003.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0012_split_007.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0045_split_071.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0036_split_008.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0020_split_006.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0044_split_059.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0028_split_003.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0020_split_078.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0003_split_016.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0055_split_055.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0010_split_021.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0045_split_067.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0029_split_061.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0053_split_004.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0024_split_052.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0014_split_059.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0025_split_028.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0035_split_026.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0044_split_016.png,Ammonites,0
data/rock_split/Ammonites/Ammonites_0017_split_025.png,Ammonites,0
